"","venue_name","match_id","match_home_team","match_away_team","match_date","match_local_time","match_attendance","match_round","match_home_team_goals","match_home_team_behinds","match_home_team_score","match_away_team_goals","match_away_team_behinds","match_away_team_score","match_margin","match_winner","match_weather_temp_c","match_weather_type","player_id","player_first_name","player_last_name","player_height_cm","player_weight_kg","player_is_retired","player_team","guernsey_number","kicks","marks","handballs","disposals","effective_disposals","disposal_efficiency_percentage","goals","behinds","hitouts","tackles","rebounds","inside_fifties","clearances","clangers","free_kicks_for","free_kicks_against","brownlow_votes","contested_possessions","uncontested_possessions","contested_marks","marks_inside_fifty","one_percenters","bounces","goal_assists","time_on_ground_percentage","afl_fantasy_score","supercoach_score","centre_clearances","stoppage_clearances","score_involvements","metres_gained","turnovers","intercepts","tackles_inside_fifty","contest_def_losses","contest_def_one_on_ones","contest_off_one_on_ones","contest_off_wins","def_half_pressure_acts","effective_kicks","f50_ground_ball_gets","ground_ball_gets","hitouts_to_advantage","hitout_win_percentage","intercept_marks","marks_on_lead","pressure_acts","rating_points","ruck_contests","score_launches","shots_at_goal","spoils","subbed","player_position","date"
"7534","Blundstone Arena",16790,"North Melbourne","Geelong","2024-07-27","13:45:00",0,"20",10,6,66,16,10,106,40,"Geelong",12,"RAIN",12976,"Oliver","Dempsey",187,0,NA,"Geelong",28,8,2,10,18,14,78,3,0,0,5,0,1,1,2,0,0,0,8,9,0,0,2,0,1,91,88,NA,0,1,7,176,3,3,2,0,0,2,0,5,7,4,7,0,0,0,1,21,24.5,0,2,3,1,NA,"WR",2024-07-27
"7535","Blundstone Arena",16790,"North Melbourne","Geelong","2024-07-27","13:45:00",0,"20",10,6,66,16,10,106,40,"Geelong",12,"RAIN",12995,"Shannon","Neale",203,0,NA,"Geelong",33,5,1,6,11,5,46,1,0,8,4,0,1,1,2,2,0,0,7,4,0,1,0,0,1,79,62,NA,1,0,4,133,3,2,1,0,0,0,0,3,2,2,5,1,26.7,0,0,11,5.9,30,1,1,0,NA,"FPL",2024-07-27
"7536","Blundstone Arena",16790,"North Melbourne","Geelong","2024-07-27","13:45:00",0,"20",10,6,66,16,10,106,40,"Geelong",12,"RAIN",13000,"Brynn","Teakle",203,0,NA,"North Melbourne",43,1,1,2,3,2,67,1,0,5,1,0,0,0,4,0,2,0,2,1,1,0,1,0,0,72,19,NA,0,0,1,11,1,1,1,0,0,2,0,2,1,0,1,2,33.3,0,0,5,1,15,0,1,1,NA,"CHF",2024-07-27
"7537","Blundstone Arena",16790,"North Melbourne","Geelong","2024-07-27","13:45:00",0,"20",10,6,66,16,10,106,40,"Geelong",12,"RAIN",13005,"Jackson","Archer",187,0,NA,"North Melbourne",34,5,5,7,12,12,100,0,0,0,8,2,0,0,0,1,0,0,6,8,0,0,6,0,0,89,77,NA,0,0,0,73,0,7,0,1,3,0,0,13,5,0,5,0,0,1,0,17,10.8,0,0,0,6,NA,"HBFL",2024-07-27
"7538","Blundstone Arena",16790,"North Melbourne","Geelong","2024-07-27","13:45:00",0,"20",10,6,66,16,10,106,40,"Geelong",12,"RAIN",13030,"Harry","Sheezel",185,0,NA,"North Melbourne",3,13,3,23,36,29,81,1,0,0,5,1,4,9,1,1,1,0,25,16,0,2,4,0,2,82,118,NA,4,5,14,400,4,6,0,0,0,0,0,5,9,4,16,0,0,0,0,16,30.8,0,6,2,0,NA,"CHB",2024-07-27
"7539","Blundstone Arena",16790,"North Melbourne","Geelong","2024-07-27","13:45:00",0,"20",10,6,66,16,10,106,40,"Geelong",12,"RAIN",13065,"George","Wardlaw",182,0,NA,"North Melbourne",6,12,2,10,22,11,50,0,0,0,5,0,3,3,3,2,0,0,10,12,0,0,0,0,0,74,84,NA,0,3,4,331,3,1,1,0,0,0,0,13,5,0,7,0,0,0,0,21,9.1,0,1,0,0,NA,"HFFR",2024-07-27
"7540","Blundstone Arena",16790,"North Melbourne","Geelong","2024-07-27","13:45:00",0,"20",10,6,66,16,10,106,40,"Geelong",12,"RAIN",13086,"Robert","Hansen Jr",182,0,NA,"North Melbourne",46,4,1,4,8,5,63,0,0,0,1,1,1,0,3,0,1,0,3,6,0,0,1,0,0,48,24,NA,0,0,1,139,4,1,0,0,0,0,0,4,2,1,3,0,0,0,0,9,2.5,0,0,0,0,NA,"INT",2024-07-27
"7541","Blundstone Arena",16790,"North Melbourne","Geelong","2024-07-27","13:45:00",0,"20",10,6,66,16,10,106,40,"Geelong",12,"RAIN",13094,"Ted","Clohesy",184,0,NA,"Geelong",40,2,2,2,4,3,75,0,0,0,5,0,1,0,0,0,0,0,1,3,0,0,1,0,0,39,36,NA,0,0,0,76,2,1,2,0,0,0,0,2,1,0,1,0,0,1,1,13,4.8,0,0,0,0,NA,"SUB",2024-07-27
"7542","Blundstone Arena",16790,"North Melbourne","Geelong","2024-07-27","13:45:00",0,"20",10,6,66,16,10,106,40,"Geelong",12,"RAIN",13104,"Zane","Duursma",190,0,NA,"North Melbourne",7,6,5,0,6,6,100,2,0,0,0,0,2,0,1,0,1,0,0,6,0,1,1,0,0,35,42,NA,0,0,3,118,1,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,5.7,0,0,2,1,NA,"SUB",2024-07-27
"7543","Blundstone Arena",16790,"North Melbourne","Geelong","2024-07-27","13:45:00",0,"20",10,6,66,16,10,106,40,"Geelong",12,"RAIN",13107,"Shaun","Mannagh",178,0,NA,"Geelong",7,8,2,4,12,8,67,2,0,0,3,2,2,3,1,1,0,0,9,5,0,1,2,0,0,79,63,NA,1,2,4,232,3,0,0,0,0,2,1,11,5,3,7,0,0,0,0,32,16.5,0,1,2,1,NA,"C",2024-07-27
"7544","Blundstone Arena",16790,"North Melbourne","Geelong","2024-07-27","13:45:00",0,"20",10,6,66,16,10,106,40,"Geelong",12,"RAIN",13162,"Lawson","Humphries",182,0,NA,"Geelong",17,14,5,7,21,18,86,0,1,0,0,0,5,1,0,1,0,0,7,13,0,0,2,0,0,82,73,NA,0,1,5,467,2,7,0,0,0,0,0,4,12,0,6,0,0,1,0,7,14.5,0,3,1,2,NA,"INT",2024-07-27
"7545","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",11901,"Ryan","Lester",192,0,FALSE,"Brisbane Lions",35,16,8,6,22,18,82,0,0,0,3,4,1,0,1,2,0,0,8,13,1,0,6,0,0,90,98,NA,0,0,6,192,4,10,0,0,0,0,0,7,12,0,5,0,0,1,0,8,11.8,0,3,0,4,NA,"CHB",2024-07-27
"7546","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",11923,"David","Swallow",186,0,FALSE,"Gold Coast",24,7,2,7,14,11,79,0,0,0,5,2,3,1,4,0,1,0,3,9,0,0,4,0,0,75,58,NA,0,1,2,242,2,4,1,0,1,0,0,10,4,0,3,0,0,0,0,15,2.7,0,0,1,4,NA,"INT",2024-07-27
"7547","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12061,"Lachie","Neale",178,0,FALSE,"Brisbane Lions",9,16,7,19,35,29,83,1,0,0,4,2,5,10,5,3,1,0,13,22,0,0,0,1,1,88,129,NA,2,8,6,334,6,2,0,0,0,0,0,11,11,0,8,0,0,1,1,19,16.6,0,2,1,0,NA,"R",2024-07-27
"7548","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12082,"Dayne","Zorko",175,0,FALSE,"Brisbane Lions",15,28,12,4,32,28,88,0,1,0,3,5,5,0,1,1,1,0,5,23,0,0,2,0,0,83,139,NA,0,0,9,553,3,6,1,0,0,0,0,8,24,0,4,0,0,3,0,12,12.7,0,3,1,1,NA,"BPL",2024-07-27
"7549","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12184,"Jarrod","Witts",209,0,FALSE,"Gold Coast",28,3,3,4,7,6,86,1,0,39,3,0,1,2,0,0,0,0,5,3,1,1,4,0,0,70,83,NA,0,2,3,34,0,2,1,0,0,2,1,2,3,1,3,10,66.1,1,0,6,17,59,2,1,3,NA,"HBFL",2024-07-27
"7550","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12205,"Joe","Daniher",201,0,FALSE,"Brisbane Lions",3,8,6,2,10,5,50,2,2,1,0,0,2,0,3,1,1,0,2,7,1,3,0,2,0,100,59,NA,0,0,7,266,2,0,0,0,0,3,0,0,3,0,0,1,16.7,0,2,7,1.3,6,0,5,0,NA,"FB",2024-07-27
"7551","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12284,"Charlie","Cameron",180,0,FALSE,"Brisbane Lions",23,5,3,3,8,7,88,2,1,0,0,1,2,0,0,0,0,0,1,7,0,0,1,1,0,76,43,NA,0,0,5,183,0,0,0,0,0,2,0,0,4,1,1,0,0,0,0,10,11.1,0,0,3,0,NA,"FPL",2024-07-27
"7552","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12314,"Nick","Holman",188,0,FALSE,"Gold Coast",7,4,1,6,10,8,80,1,0,0,3,1,1,1,3,2,2,0,3,7,0,0,0,1,0,80,41,NA,1,0,2,160,1,1,0,0,1,0,0,8,3,0,1,0,0,0,1,14,3.5,0,1,1,0,NA,"WL",2024-07-27
"7553","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12393,"Lachie","Weller",182,0,FALSE,"Gold Coast",14,14,4,7,21,17,81,0,0,0,1,6,3,0,2,0,2,0,2,16,0,0,0,2,1,75,66,NA,0,0,5,541,0,1,0,0,0,0,0,9,12,0,2,0,0,0,0,15,9.3,0,0,0,0,NA,"HFFR",2024-07-27
"7554","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12400,"Conor","McKenna",184,0,FALSE,"Brisbane Lions",26,4,2,0,4,3,75,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,23,18,NA,0,0,0,82,1,1,0,0,0,0,0,2,3,0,1,0,0,0,0,2,-0.1,0,0,0,1,NA,"SUB",2024-07-27
"7555","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12412,"Callum","Ah Chee",183,0,FALSE,"Brisbane Lions",4,12,5,6,18,11,61,0,0,0,3,2,2,1,6,0,2,0,8,12,0,0,3,0,2,80,69,NA,0,1,7,259,4,3,1,0,0,1,0,3,7,4,7,0,0,0,1,5,6.7,0,0,0,2,NA,"HFFR",2024-07-27
"7556","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12421,"Josh","Dunkley",191,0,FALSE,"Brisbane Lions",5,20,7,11,31,19,61,1,1,0,5,2,4,6,5,1,1,0,13,18,0,1,3,0,1,82,128,NA,3,3,5,483,8,3,0,0,0,1,0,10,11,0,10,0,0,1,1,18,14.7,0,1,2,1,NA,"RR",2024-07-27
"7557","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12453,"Sam","Collins",194,0,FALSE,"Gold Coast",25,7,5,6,13,10,77,0,0,0,2,3,1,0,1,0,0,0,10,5,2,0,7,0,0,100,56,NA,0,0,4,194,3,11,0,1,4,0,0,6,6,0,6,0,0,3,0,8,16.7,0,4,0,4,NA,"BPL",2024-07-27
"7558","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12462,"Eric","Hipwood",203,0,FALSE,"Brisbane Lions",30,9,8,1,10,8,80,1,0,0,1,1,2,0,2,0,0,0,3,9,0,0,9,0,0,95,63,NA,0,0,2,245,1,8,0,2,2,0,0,5,7,0,2,0,0,5,0,8,9.1,0,2,1,8,NA,"FF",2024-07-27
"7559","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12525,"Jarrod","Berry",192,0,FALSE,"Brisbane Lions",7,19,10,5,24,16,67,0,1,0,3,5,4,1,1,0,0,0,3,21,0,1,1,0,0,76,110,NA,0,1,9,737,5,2,0,0,0,0,0,10,13,0,3,0,0,0,0,21,6.7,0,2,2,0,NA,"HBFR",2024-07-27
"7560","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12526,"Hugh","McCluggage",185,0,FALSE,"Brisbane Lions",6,14,6,8,22,17,77,2,0,0,5,2,4,4,4,0,1,0,4,18,0,0,0,0,0,77,105,NA,1,3,6,433,4,0,0,0,0,0,0,6,10,0,1,0,0,0,0,21,13.7,0,0,2,0,NA,"WR",2024-07-27
"7561","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12529,"Ben","Long",186,0,FALSE,"Gold Coast",22,8,6,3,11,7,64,1,2,0,3,0,3,0,3,0,2,0,4,7,0,2,1,0,1,87,62,NA,0,0,5,206,2,0,1,1,2,0,0,4,4,3,4,0,0,0,1,15,3.3,0,0,3,1,NA,"FPL",2024-07-27
"7562","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12594,"Cam","Rayner",186,0,FALSE,"Brisbane Lions",16,12,6,13,25,18,72,2,1,0,4,0,5,3,5,1,1,0,10,17,1,1,2,1,2,79,107,NA,1,2,6,278,3,1,2,0,0,0,0,0,9,3,7,0,0,0,1,10,17.6,0,0,3,0,NA,"HFFL",2024-07-27
"7563","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12617,"Zac","Bailey",182,0,FALSE,"Brisbane Lions",33,9,7,4,13,11,85,1,0,0,3,2,2,1,1,0,0,0,6,9,0,0,3,0,0,76,74,NA,0,1,6,301,3,1,0,0,0,1,0,4,8,0,4,0,0,0,2,14,10.6,0,1,2,1,NA,"FPR",2024-07-27
"7564","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12625,"Oscar","McInerney",204,0,FALSE,"Brisbane Lions",46,6,2,7,13,9,69,0,0,26,2,1,2,6,0,2,0,0,13,2,2,2,4,0,1,84,74,NA,2,4,3,103,0,2,0,1,3,0,0,9,3,0,3,9,36.6,0,0,12,16.1,71,3,0,2,NA,"RK",2024-07-27
"7565","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12631,"Charlie","Ballard",196,0,FALSE,"Gold Coast",10,7,3,9,16,10,63,0,0,0,3,4,1,0,3,0,2,0,7,8,1,0,5,0,0,85,54,NA,0,0,2,191,3,6,0,0,1,0,0,12,3,0,6,0,0,2,0,15,7.6,0,0,0,4,NA,"INT",2024-07-27
"7566","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12658,"Wil","Powell",188,0,FALSE,"Gold Coast",27,11,4,4,15,11,73,0,0,0,0,8,0,0,2,1,0,0,1,6,0,0,1,0,0,86,54,NA,0,0,2,452,5,3,0,0,2,0,0,2,8,0,0,0,0,2,0,2,3.2,0,1,0,1,NA,"FB",2024-07-27
"7567","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12673,"Brandon","Starcevich",187,0,FALSE,"Brisbane Lions",37,12,8,3,15,12,80,0,1,0,2,2,2,0,2,3,0,0,5,10,0,0,0,0,0,86,78,NA,0,0,2,229,2,8,0,0,1,0,0,7,9,0,2,0,0,3,0,7,8,0,1,1,0,NA,"BPR",2024-07-27
"7568","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12703,"Jack","Lukosius",195,0,FALSE,"Gold Coast",13,8,5,2,10,4,40,0,2,0,2,0,4,0,3,0,1,0,2,7,0,1,1,0,0,72,50,NA,0,0,4,309,2,1,2,0,0,1,0,2,3,1,2,0,0,0,1,8,1.8,0,0,2,0,NA,"INT",2024-07-27
"7569","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12728,"Ben","King",202,0,FALSE,"Gold Coast",34,7,7,1,8,4,50,1,3,0,1,0,2,0,1,0,0,0,5,3,4,4,0,0,0,94,57,NA,0,0,6,259,0,0,0,0,0,1,1,2,3,1,1,0,0,0,1,5,2.4,0,0,5,0,NA,"FF",2024-07-27
"7570","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12767,"Noah","Anderson",192,0,FALSE,"Gold Coast",15,14,4,9,23,14,61,0,0,0,3,3,6,3,5,1,0,0,7,15,0,0,1,1,1,89,85,NA,2,1,6,497,8,4,1,0,0,0,0,8,6,1,5,0,0,0,1,25,10.6,0,0,1,1,NA,"C",2024-07-27
"7571","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12769,"Matt","Rowell",180,0,FALSE,"Gold Coast",18,11,4,10,21,14,67,1,0,0,6,1,3,9,4,2,2,0,11,10,0,0,2,0,0,73,91,NA,2,7,4,326,4,0,0,0,0,0,0,13,4,1,5,0,0,0,0,33,17.4,0,2,1,0,NA,"R",2024-07-27
"7572","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12776,"Thomas","Berry",185,0,NA,"Gold Coast",16,3,1,3,6,4,67,0,0,0,0,1,1,0,4,0,0,0,4,3,0,0,1,1,0,20,18,NA,0,0,1,141,3,1,0,0,0,0,0,0,2,0,2,0,0,0,0,3,1.7,0,0,0,0,NA,"SUB",2024-07-27
"7573","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12825,"Sam","Flanders",183,0,NA,"Gold Coast",3,17,4,16,33,25,76,1,0,0,3,2,5,7,3,0,0,0,16,18,0,1,1,1,0,84,113,NA,1,6,6,444,5,4,0,0,0,0,0,16,11,2,12,0,0,0,1,25,21.5,0,2,2,0,NA,"RR",2024-07-27
"7574","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12874,"Jaxon","Prior",189,0,NA,"Brisbane Lions",20,16,10,3,19,13,68,0,0,0,1,4,2,0,4,1,2,0,4,15,0,0,5,0,1,85,83,NA,0,0,2,366,4,4,0,0,0,1,1,2,11,0,3,0,0,1,0,2,4.8,0,1,0,4,NA,"WL",2024-07-27
"7575","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12903,"Malcolm","Rosas",180,0,NA,"Gold Coast",41,5,0,0,5,2,40,2,0,0,1,0,0,0,6,0,4,0,2,5,0,0,0,0,0,72,19,NA,0,0,2,116,4,0,0,0,0,1,0,4,2,2,2,0,0,0,0,7,5.2,0,0,2,0,NA,"FPR",2024-07-27
"7576","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12932,"Joel","Jeffrey",192,0,NA,"Gold Coast",40,10,4,7,17,12,71,0,1,0,1,2,3,0,0,0,0,0,4,13,1,1,1,0,0,74,61,NA,0,0,4,295,2,6,0,0,0,0,0,18,6,0,3,0,0,3,0,18,11.3,0,2,1,0,NA,"HBFR",2024-07-27
"7577","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",12969,"Kai","Lohmann",185,0,NA,"Brisbane Lions",1,4,2,10,14,12,86,1,1,0,2,0,2,2,3,0,1,0,10,4,0,0,0,0,0,88,50,NA,0,2,6,120,3,2,0,0,0,1,0,6,3,7,10,0,0,0,1,20,14.7,0,2,2,0,NA,"INT",2024-07-27
"7578","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",13019,"Mac","Andrew",202,0,NA,"Gold Coast",31,12,10,3,15,12,80,0,0,2,1,6,1,0,6,1,2,0,3,11,2,0,4,0,0,99,73,NA,0,0,3,355,6,6,0,0,0,0,0,4,9,0,0,1,50,4,0,5,2.7,4,1,0,4,NA,"BPR",2024-07-27
"7579","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",13027,"Darcy","Wilmot",183,0,NA,"Brisbane Lions",44,23,9,4,27,21,78,0,0,0,3,4,4,3,4,1,1,0,8,14,0,0,0,1,0,81,114,NA,0,3,4,558,5,6,0,0,0,0,0,8,17,0,7,0,0,1,0,10,14.2,0,3,0,0,NA,"HBFL",2024-07-27
"7580","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",13034,"Will","Ashcroft",182,0,NA,"Brisbane Lions",8,10,1,11,21,13,62,0,1,0,2,1,4,3,3,1,0,0,5,16,0,0,1,0,0,82,65,NA,1,2,6,273,3,0,0,0,0,0,0,5,5,0,3,0,0,0,0,14,3.5,0,1,1,0,NA,"C",2024-07-27
"7581","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",13037,"Bodhi","Uwland",188,0,NA,"Gold Coast",32,9,2,5,14,11,79,0,0,0,2,3,1,0,0,2,0,0,3,8,1,0,11,0,0,88,53,NA,0,0,1,299,2,6,0,0,1,0,0,9,7,0,1,0,0,2,0,13,8.1,0,0,0,11,NA,"CHB",2024-07-27
"7582","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",13050,"Bailey","Humphrey",186,0,NA,"Gold Coast",19,9,3,8,17,13,77,0,1,0,5,0,3,2,5,2,0,0,6,11,0,1,0,0,1,85,75,NA,2,0,6,226,6,2,0,0,0,0,0,7,5,1,5,0,0,1,0,23,2.1,0,1,3,0,NA,"HFFL",2024-07-27
"7583","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",13051,"Ned","Moyle",206,0,NA,"Gold Coast",49,1,2,3,4,2,50,0,0,10,3,1,1,1,2,0,2,0,4,1,1,0,3,0,0,57,31,NA,0,1,0,25,1,0,0,0,0,1,1,8,1,0,1,2,33.3,0,0,11,3.1,30,0,0,2,NA,"RK",2024-07-27
"7584","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",13072,"Jaspa","Fletcher",183,0,NA,"Brisbane Lions",28,3,2,10,13,11,85,0,0,0,3,1,1,2,0,0,0,0,8,4,0,0,0,1,0,73,47,NA,1,1,4,100,0,3,0,0,0,0,0,6,3,1,7,0,0,0,0,15,10.8,0,2,0,0,NA,"INT",2024-07-27
"7585","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",13091,"Lloyd","Johnston",184,0,NA,"Gold Coast",38,7,2,3,10,6,60,0,0,0,2,2,3,2,2,0,0,0,5,6,1,0,1,0,1,76,41,NA,0,2,1,251,3,1,0,0,0,0,0,7,4,0,1,0,0,0,0,10,8,0,0,0,0,NA,"INT",2024-07-27
"7586","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",13119,"Sam","Clohesy",189,0,NA,"Gold Coast",33,6,3,11,17,14,82,0,0,0,0,0,1,1,2,0,0,0,6,11,0,0,4,0,0,80,49,NA,0,1,3,132,2,4,0,0,1,0,0,1,3,0,6,0,0,0,0,10,8.4,0,1,0,4,NA,"WR",2024-07-27
"7587","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",13120,"Will","Graham",186,0,NA,"Gold Coast",26,6,2,7,13,9,69,1,0,0,7,0,3,2,1,1,0,0,7,7,1,0,1,0,0,79,73,NA,1,1,5,282,2,4,1,0,0,0,0,8,5,0,4,0,0,1,0,20,14.4,0,3,1,0,NA,"CHF",2024-07-27
"7588","Metricon Stadium",16791,"Gold Coast","Brisbane Lions","2024-07-27","16:35:00",0,"20",9,11,65,13,15,93,28,"Brisbane Lions",23,"MOSTLY_SUNNY",13138,"Logan","Morris",191,0,NA,"Brisbane Lions",13,10,5,5,15,11,73,0,3,0,0,0,3,0,0,1,0,0,4,11,1,1,1,0,1,77,59,NA,0,0,7,181,1,1,0,0,0,2,1,2,6,1,2,0,0,0,1,9,3.2,0,1,3,0,NA,"CHF",2024-07-27
