"","venue_name","match_id","match_home_team","match_away_team","match_date","match_local_time","match_attendance","match_round","match_home_team_goals","match_home_team_behinds","match_home_team_score","match_away_team_goals","match_away_team_behinds","match_away_team_score","match_margin","match_winner","match_weather_temp_c","match_weather_type","player_id","player_first_name","player_last_name","player_height_cm","player_weight_kg","player_is_retired","player_team","guernsey_number","kicks","marks","handballs","disposals","effective_disposals","disposal_efficiency_percentage","goals","behinds","hitouts","tackles","rebounds","inside_fifties","clearances","clangers","free_kicks_for","free_kicks_against","brownlow_votes","contested_possessions","uncontested_possessions","contested_marks","marks_inside_fifty","one_percenters","bounces","goal_assists","time_on_ground_percentage","afl_fantasy_score","supercoach_score","centre_clearances","stoppage_clearances","score_involvements","metres_gained","turnovers","intercepts","tackles_inside_fifty","contest_def_losses","contest_def_one_on_ones","contest_off_one_on_ones","contest_off_wins","def_half_pressure_acts","effective_kicks","f50_ground_ball_gets","ground_ball_gets","hitouts_to_advantage","hitout_win_percentage","intercept_marks","marks_on_lead","pressure_acts","rating_points","ruck_contests","score_launches","shots_at_goal","spoils","subbed","player_position","date"
"2001","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12679,"Sam","Switkowski",179,0,FALSE,"Fremantle",39,7,3,5,12,9,75,0,1,0,3,0,4,2,1,3,1,0,6,7,0,0,1,0,0,73,53,NA,0,2,3,277,0,1,1,0,0,0,0,3,5,0,4,0,0,0,0,20,5.6,0,0,1,0,NA,"HFFR",2024-04-13
"2002","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12688,"Jordan","Clark",185,0,FALSE,"Fremantle",6,14,3,7,21,15,71,0,1,0,0,5,4,0,2,0,0,0,4,16,0,0,3,2,1,86,66,NA,0,0,2,442,5,3,0,1,1,0,0,10,9,0,4,0,0,0,0,12,6.5,0,0,1,3,NA,"HBFR",2024-04-13
"2003","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12693,"Zak","Butters",181,0,FALSE,"Port Adelaide",9,14,4,10,24,16,67,1,1,0,9,3,1,4,4,2,2,0,10,14,0,0,0,6,0,83,113,NA,1,3,6,512,4,4,0,0,0,0,0,9,8,3,6,0,0,0,1,19,16,0,3,3,0,NA,"RR",2024-04-13
"2004","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12694,"Willem","Drew",188,0,FALSE,"Port Adelaide",28,7,3,9,16,13,81,0,0,0,8,2,2,3,2,2,2,0,9,7,0,0,0,0,0,74,76,NA,0,3,4,196,3,2,2,0,0,0,0,16,5,1,6,0,0,0,1,30,10.5,0,1,0,0,NA,"C",2024-04-13
"2005","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12696,"Connor","Rozee",185,0,FALSE,"Port Adelaide",1,17,2,9,26,19,73,0,1,0,6,0,8,4,2,3,1,0,10,16,0,0,1,0,1,89,100,NA,1,3,7,488,3,2,4,0,0,1,1,14,12,1,6,0,0,0,1,26,13.1,0,1,1,0,NA,"HFFR",2024-04-13
"2006","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12757,"Brandon","Zerk-Thatcher",195,0,FALSE,"Port Adelaide",25,5,4,2,7,7,100,0,0,0,0,1,1,0,2,1,1,0,4,3,3,0,4,0,0,86,29,NA,0,0,2,59,0,4,0,1,1,0,0,2,5,0,0,0,0,3,0,3,6.8,0,1,0,4,NA,"FB",2024-04-13
"2007","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12770,"Mitch","Georgiades",192,0,FALSE,"Port Adelaide",19,8,6,5,13,10,77,2,1,0,2,0,3,0,2,1,1,0,3,10,0,3,2,1,0,76,71,NA,0,0,4,327,2,0,2,0,0,0,0,3,5,0,2,0,0,0,0,10,7.4,2,0,3,2,NA,"INT",2024-04-13
"2008","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12777,"Hayden","Young",189,0,NA,"Fremantle",26,15,5,12,27,22,82,0,0,0,6,1,5,2,2,0,2,0,7,21,0,0,1,0,0,78,102,NA,2,0,3,491,4,3,0,0,0,0,0,14,10,0,7,0,0,0,0,19,14.5,0,0,0,0,NA,"INT",2024-04-13
"2009","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12779,"Luke","Jackson",199,0,NA,"Fremantle",9,7,1,14,21,12,57,0,0,21,1,1,1,7,4,0,1,0,10,11,0,0,2,0,0,84,74,NA,3,4,3,153,6,1,0,0,0,0,0,4,3,0,8,5,26.3,0,0,12,8.6,80,2,0,2,NA,"RK",2024-04-13
"2010","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12786,"Caleb","Serong",180,0,NA,"Fremantle",3,13,2,16,29,18,62,0,1,0,4,2,8,8,4,1,1,0,16,14,0,0,0,0,1,80,92,NA,3,5,5,511,6,1,0,0,0,0,0,12,7,0,12,0,0,0,0,29,13.7,0,1,1,0,NA,"RR",2024-04-13
"2011","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12821,"Jeremy","Sharp",189,0,NA,"Fremantle",14,10,3,9,19,13,68,0,0,0,2,2,2,1,4,0,0,0,4,12,0,0,1,1,0,87,65,NA,0,1,2,454,6,5,0,0,0,0,0,4,6,0,3,0,0,0,0,7,5.8,0,0,0,0,NA,"WR",2024-04-13
"2012","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12868,"Miles","Bergman",189,0,NA,"Port Adelaide",14,11,8,5,16,14,88,1,2,0,4,1,4,1,0,2,0,0,5,11,2,0,1,0,0,91,93,NA,0,1,5,417,1,4,1,0,0,0,0,7,9,0,0,0,0,2,1,18,11.3,0,1,3,1,NA,"WR",2024-04-13
"2013","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12883,"Lachie","Jones",186,0,NA,"Port Adelaide",34,8,5,4,12,10,83,0,0,0,2,5,0,1,4,1,3,0,5,7,1,0,1,0,0,80,47,NA,0,1,1,231,3,5,0,0,1,0,0,10,6,0,3,0,0,2,0,10,6.5,0,1,0,1,NA,"INT",2024-04-13
"2014","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12888,"Josh","Treacy",195,0,NA,"Fremantle",35,11,9,5,16,16,100,3,0,4,4,1,3,1,0,0,0,0,3,11,3,2,2,0,1,84,108,NA,0,1,5,414,2,1,3,0,0,2,0,2,11,0,0,4,19,1,1,11,19.3,21,0,3,2,NA,"FPL",2024-04-13
"2015","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12915,"Brandon","Walker",186,0,NA,"Fremantle",31,9,2,3,12,8,67,0,0,0,1,2,2,0,1,1,0,0,4,7,0,0,1,0,1,82,44,NA,0,0,2,157,3,5,0,1,1,0,0,7,6,0,3,0,0,0,0,7,6.7,0,1,0,0,NA,"HBFL",2024-04-13
"2016","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12925,"Jed","McEntee",176,0,NA,"Port Adelaide",41,4,1,2,6,3,50,0,1,0,3,0,1,0,2,0,0,0,3,4,0,0,0,0,0,52,32,NA,0,0,1,89,4,2,1,0,0,0,0,3,1,1,3,0,0,0,0,13,1.4,0,1,1,0,NA,"INT",2024-04-13
"2017","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12952,"Jackson","Mead",184,0,NA,"Port Adelaide",44,3,1,1,4,4,100,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,18,14,NA,0,0,1,144,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1.3,0,0,0,0,NA,"SUB",2024-04-13
"2018","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12955,"Jason","Horne-Francis",185,0,NA,"Port Adelaide",18,12,6,6,18,12,67,1,0,0,1,0,2,4,0,0,0,0,8,10,1,1,1,1,1,73,76,NA,2,2,4,190,3,2,0,0,0,2,1,6,7,0,4,0,0,0,0,14,5.5,0,0,1,0,NA,"R",2024-04-13
"2019","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12967,"Neil","Erasmus",190,0,NA,"Fremantle",28,1,1,1,2,2,100,0,0,0,0,0,1,0,3,0,3,0,1,2,1,0,0,0,0,15,-1,NA,0,0,0,31,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.5,0,0,0,0,NA,"SUB",2024-04-13
"2020","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",12983,"Jye","Amiss",196,0,NA,"Fremantle",24,6,3,3,9,6,67,2,0,0,2,0,3,0,1,2,1,0,4,5,0,1,1,0,1,93,52,NA,0,0,4,192,1,0,1,0,0,1,1,1,4,2,3,0,0,0,2,6,9.6,0,1,2,1,NA,"FF",2024-04-13
"2021","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",13011,"Jase","Burgoyne",186,0,NA,"Port Adelaide",7,10,5,11,21,19,91,0,0,0,2,2,3,3,0,1,0,0,9,11,0,0,2,0,0,80,76,NA,0,3,3,194,4,5,0,0,0,0,0,11,9,0,4,0,0,0,0,12,7.4,0,2,0,1,NA,"WL",2024-04-13
"2022","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",13049,"Matthew","Johnson",193,0,NA,"Fremantle",44,3,1,8,11,10,91,0,0,0,0,1,0,0,2,0,1,0,1,10,0,0,1,0,0,73,25,NA,0,0,3,61,1,1,0,0,0,0,0,6,2,0,1,0,0,0,0,9,1.2,0,0,1,1,NA,"WL",2024-04-13
"2023","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",13093,"Tom","Emmett",186,0,NA,"Fremantle",18,3,1,3,6,2,33,1,0,0,3,1,1,0,2,0,1,0,5,2,1,1,0,0,0,74,33,NA,0,0,2,81,3,0,0,0,0,2,1,8,1,2,4,0,0,0,0,17,5.5,0,0,2,0,NA,"INT",2024-04-13
"2024","Adelaide Oval",16638,"Port Adelaide","Fremantle","2024-04-13","19:00:00",0,"5",9,12,66,9,9,63,3,"Port Adelaide",21,"MOSTLY_SUNNY",13113,"Joshua","Draper",197,0,NA,"Fremantle",37,2,2,8,10,7,70,0,0,0,1,2,0,0,3,0,1,0,5,5,0,0,3,0,0,94,29,NA,0,0,0,54,2,4,0,0,2,0,0,6,1,0,5,0,0,0,0,6,6.6,0,0,0,3,NA,"BPR",2024-04-13
"2025","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",11804,"Mitch","Duncan",188,0,FALSE,"Geelong",22,11,5,8,19,16,84,0,1,0,1,1,1,0,0,0,0,0,3,15,0,0,4,0,1,75,69,NA,0,0,4,246,3,4,0,0,1,0,0,5,9,0,3,0,0,0,0,7,8.1,0,0,1,3,NA,"INT",2024-04-14
"2026","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",11855,"Rhys","Stanley",200,0,FALSE,"Geelong",1,7,2,5,12,9,75,0,0,21,2,2,4,4,3,0,1,0,8,5,1,0,5,0,1,78,63,NA,2,2,7,198,2,4,0,0,0,0,0,3,6,0,3,9,35,2,0,4,14.6,60,5,0,3,NA,"RK",2024-04-14
"2027","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",11979,"Zach","Tuohy",187,0,FALSE,"Geelong",2,7,3,6,13,7,54,0,0,0,1,2,4,0,3,0,0,0,5,8,0,0,1,0,0,80,46,NA,0,0,2,311,4,4,0,0,0,0,0,4,3,0,5,0,0,1,0,14,5.1,0,1,0,1,NA,"WL",2024-04-14
"2028","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12022,"Jeremy","Cameron",196,0,FALSE,"Geelong",5,16,8,5,21,17,81,6,0,0,1,0,2,0,0,0,0,0,3,18,0,4,0,0,3,95,122,NA,0,0,11,444,3,2,1,0,0,2,0,2,12,1,3,0,0,0,0,8,28,0,2,8,0,NA,"FPL",2024-04-14
"2029","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12160,"Mark","Blicavs",198,0,FALSE,"Geelong",46,5,6,10,15,8,53,1,0,0,1,1,1,0,2,0,1,0,7,8,2,2,0,0,1,63,60,NA,0,0,3,192,2,2,0,0,0,1,0,7,3,0,4,0,0,1,0,14,6.1,6,0,1,0,NA,"R",2024-04-14
"2030","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12185,"Aidan","Corr",195,0,FALSE,"North Melbourne",4,9,7,6,15,11,73,0,0,0,0,4,1,0,2,0,1,0,6,11,1,0,8,0,0,88,57,NA,0,0,1,175,5,6,0,0,2,0,0,5,6,0,5,0,0,1,0,6,13.4,0,0,0,7,NA,"FB",2024-04-14
"2031","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12246,"Luke","McDonald",189,0,FALSE,"North Melbourne",11,15,11,6,21,18,86,0,0,0,2,3,1,0,2,0,1,0,3,17,1,0,5,0,0,79,95,NA,0,0,2,240,3,4,0,0,3,0,0,13,12,0,2,0,0,1,0,14,8.2,0,0,0,4,NA,"HBFR",2024-04-14
"2032","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12434,"Darcy","Tucker",184,0,FALSE,"North Melbourne",13,13,6,8,21,16,76,0,0,0,4,4,4,1,2,0,1,0,4,17,0,1,3,0,0,76,86,NA,0,1,5,420,3,4,0,0,0,0,0,7,9,0,3,0,0,0,0,9,8.8,0,1,0,2,NA,"WL",2024-04-14
"2033","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12507,"Jack","Bowes",189,0,FALSE,"Geelong",12,12,3,11,23,16,70,0,1,0,3,2,6,8,2,1,0,0,12,12,0,0,1,0,0,75,81,NA,6,2,6,299,3,5,0,0,0,0,0,7,9,0,9,0,0,2,0,19,13.5,0,3,1,0,NA,"RR",2024-04-14
"2034","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12511,"Jy","Simpkin",183,0,FALSE,"North Melbourne",12,14,3,5,19,10,53,0,0,0,5,1,6,2,6,2,1,0,8,10,0,1,3,0,0,89,80,NA,1,1,2,353,8,2,0,0,0,0,0,11,6,1,3,0,0,0,0,22,5.9,0,0,0,1,NA,"R",2024-04-14
"2035","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12513,"Brandan","Parfitt",180,0,FALSE,"Geelong",3,11,1,9,20,15,75,0,0,0,6,0,5,7,3,0,1,0,8,11,0,0,4,0,1,68,75,NA,4,3,6,232,2,1,2,0,0,0,0,12,7,0,6,0,0,0,0,30,15.1,0,0,0,1,NA,"INT",2024-04-14
"2036","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12514,"Tom","Stewart",190,0,FALSE,"Geelong",44,18,4,6,24,20,83,0,1,0,1,7,5,0,1,0,1,0,9,11,0,0,2,0,0,83,80,NA,0,0,4,492,5,13,0,0,0,0,0,4,16,0,9,0,0,3,0,4,16.8,0,2,1,2,NA,"BPL",2024-04-14
"2037","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12528,"Zac","Fisher",175,0,FALSE,"North Melbourne",16,13,8,9,22,18,82,0,0,0,0,3,0,1,1,1,0,0,7,16,0,0,2,0,0,73,82,NA,0,1,1,160,4,5,0,0,0,0,0,4,12,0,4,0,0,0,0,6,7.9,0,1,0,0,NA,"INT",2024-04-14
"2038","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12540,"Mark","O'Connor",189,0,FALSE,"Geelong",42,11,9,4,15,12,80,1,1,0,5,1,3,1,0,1,0,0,5,11,1,2,3,0,0,75,96,NA,0,1,6,313,2,4,1,0,0,0,0,5,8,2,2,0,0,2,0,13,9.2,0,3,2,1,NA,"INT",2024-04-14
"2039","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12544,"Hugh","Greenwood",190,0,FALSE,"North Melbourne",1,3,1,2,5,2,40,0,0,2,7,0,0,2,0,1,0,0,4,1,0,1,1,0,1,72,47,NA,1,1,3,32,1,0,0,0,0,1,0,5,0,0,1,1,10,0,0,11,3.6,20,2,0,1,NA,"INT",2024-04-14
"2040","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12559,"Zach","Guthrie",188,0,FALSE,"Geelong",39,4,3,8,12,9,75,0,0,0,2,0,0,0,2,1,2,0,3,10,0,0,4,0,0,83,40,NA,0,0,2,75,2,5,0,0,0,0,0,9,3,0,2,0,0,2,0,12,4.8,0,1,0,3,NA,"HBFL",2024-04-14
"2041","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12561,"Tyson","Stengle",175,0,FALSE,"Geelong",18,9,5,4,13,8,62,2,1,0,1,1,3,2,2,0,0,0,8,6,0,2,1,0,2,84,67,NA,0,2,8,279,2,3,0,0,0,0,0,5,5,5,8,0,0,0,0,14,12.2,0,3,4,1,NA,"CHF",2024-04-14
"2042","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12569,"Nick","Larkey",198,0,FALSE,"North Melbourne",20,5,4,2,7,7,100,2,0,0,1,0,0,0,1,1,1,0,3,5,1,1,1,0,0,92,45,NA,0,0,3,111,1,0,0,0,0,3,0,1,5,0,1,0,0,0,0,8,12.5,0,0,2,1,NA,"FF",2024-04-14
"2043","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12599,"Luke","Davies-Uniacke",188,0,FALSE,"North Melbourne",9,14,4,13,27,17,63,1,0,0,6,3,4,3,9,0,2,0,8,20,0,0,0,0,0,85,104,NA,1,2,6,473,5,1,0,0,0,0,0,18,7,0,6,0,0,0,0,30,3.7,0,0,2,0,NA,"C",2024-04-14
"2044","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12614,"Jack","Henry",192,0,FALSE,"Geelong",38,5,4,4,9,5,56,0,0,0,0,5,0,0,2,0,1,0,3,7,0,0,5,0,0,95,32,NA,0,0,1,173,1,5,0,0,1,0,0,3,3,0,2,0,0,1,0,3,5,0,1,0,4,NA,"CHB",2024-04-14
"2045","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12687,"Tom","Atkins",180,0,FALSE,"Geelong",30,6,1,12,18,15,83,0,0,0,6,2,1,4,4,2,2,0,12,9,0,0,1,0,0,72,65,NA,1,3,4,185,3,4,2,0,0,0,0,9,4,4,10,0,0,0,0,19,9.7,0,2,0,0,NA,"WR",2024-04-14
"2046","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12690,"Gryan","Miers",179,0,FALSE,"Geelong",32,14,4,9,23,16,70,0,0,0,3,0,7,3,2,2,0,0,5,17,0,0,0,0,2,82,86,NA,0,3,8,304,4,0,2,0,0,0,0,5,9,1,4,0,0,0,2,21,15.8,0,1,0,0,NA,"HFFR",2024-04-14
"2047","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12705,"Bailey","Scott",186,0,FALSE,"North Melbourne",8,16,11,11,27,22,82,0,0,0,3,2,2,0,1,0,0,0,5,20,0,0,0,0,0,86,115,NA,0,0,2,360,3,4,0,1,1,0,0,13,12,0,5,0,0,0,0,16,7.4,0,1,0,0,NA,"WR",2024-04-14
"2048","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12789,"Tristan","Xerri",202,0,NA,"North Melbourne",38,5,1,8,13,7,54,0,0,39,8,1,1,5,2,2,0,0,10,3,0,0,3,0,0,80,107,NA,1,4,4,77,2,1,0,0,0,0,0,10,2,0,2,9,51.3,0,0,15,12,76,3,1,3,NA,"RK",2024-04-14
"2049","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12798,"Dylan","Stephens",184,0,NA,"North Melbourne",15,9,2,4,13,10,77,0,0,0,4,3,2,0,2,0,0,0,3,9,0,0,0,0,0,83,57,NA,0,0,0,328,4,2,0,0,0,0,0,12,7,0,3,0,0,0,0,15,6.1,0,0,0,0,NA,"RR",2024-04-14
"2050","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12808,"Brad","Close",183,0,NA,"Geelong",45,8,4,5,13,12,92,4,0,0,3,0,4,2,0,0,0,0,3,9,0,2,1,0,1,81,82,NA,0,2,8,211,0,1,0,0,0,1,0,8,7,2,2,0,0,0,1,21,19.9,0,1,4,1,NA,"HFFL",2024-04-14
"2051","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12850,"Oliver","Henry",189,0,NA,"Geelong",36,6,5,2,8,5,63,1,1,0,1,0,2,0,4,1,3,0,4,5,0,4,3,0,4,88,40,NA,0,0,8,175,3,0,0,0,0,0,0,5,4,2,2,0,0,0,1,15,9.1,0,0,3,2,NA,"FPR",2024-04-14
"2052","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12866,"Charlie","Lazzaro",180,0,NA,"North Melbourne",35,8,4,8,16,11,69,0,0,0,4,0,3,3,3,1,1,0,9,7,0,0,0,0,0,60,66,NA,2,1,2,49,3,3,0,0,0,1,0,9,4,2,7,0,0,0,0,21,6.4,0,1,0,0,NA,"SUB",2024-04-14
"2053","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12867,"Tom","Powell",184,0,NA,"North Melbourne",24,18,9,8,26,20,77,0,0,0,4,1,6,5,3,0,0,0,8,18,0,0,0,0,3,83,113,NA,3,2,5,389,6,0,0,0,0,0,0,9,14,0,7,0,0,0,0,13,15,0,0,0,0,NA,"CHF",2024-04-14
"2054","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12870,"Tanner","Bruhn",184,0,NA,"Geelong",4,11,2,7,18,13,72,0,1,0,2,1,4,3,5,2,4,0,7,12,0,0,1,0,1,66,52,NA,1,2,8,366,5,2,0,0,0,0,0,10,7,0,5,0,0,0,1,16,8.5,0,3,1,0,NA,"C",2024-04-14
"2055","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12882,"Max","Holmes",190,0,NA,"Geelong",9,14,5,11,25,17,68,2,0,0,2,4,5,2,5,0,0,0,7,18,0,0,2,2,0,83,99,NA,1,1,6,616,7,6,0,0,0,0,0,6,7,0,5,0,0,0,0,9,19.7,0,2,2,1,NA,"HBFR",2024-04-14
"2056","GMHBA Stadium",16639,"Geelong","North Melbourne","2024-04-14","13:00:00",0,"5",21,13,139,10,4,64,75,"Geelong",21,"MOSTLY_SUNNY",12892,"Sam","De Koning",204,0,NA,"Geelong",16,4,1,5,9,8,89,0,0,2,0,2,0,0,1,1,0,0,5,4,0,0,2,0,0,92,28,NA,0,0,0,122,1,5,0,0,2,0,0,3,4,0,4,0,25,1,0,5,5,8,0,0,2,NA,"FB",2024-04-14
