"","Date","Season","Round","Venue","Player","Team","Opposition","Status","Match_id","GA","CP","UP","ED","DE","CM","MI5","One.Percenters","BO","TOG","K","HB","D","M","G","B","T","HO","I50","CL","CG","R50","FF","FA","AF","SC","CCL","SCL","SI","MG","TO","ITC","T5"
"119",2024-03-09,2024,"Round 0","People First Stadium","Dion Prestia","Richmond","Gold Coast","Away",11176,1,10,9,14,77.8,0,0,1,0,77,9,9,18,3,0,1,3,0,3,5,2,3,0,1,64,96,2,3,6,298,3,5,1
"120",2024-03-09,2024,"Round 0","People First Stadium","Liam Baker","Richmond","Gold Coast","Away",11176,0,5,10,9,56.2,0,0,1,0,85,8,8,16,2,0,0,0,0,2,2,2,0,0,0,46,45,0,2,2,269,5,2,0
"121",2024-03-09,2024,"Round 0","People First Stadium","Kamdyn McIntosh","Richmond","Gold Coast","Away",11176,0,1,14,13,86.7,0,0,1,0,86,8,7,15,4,0,0,0,0,0,1,4,4,0,2,44,49,0,1,0,210,2,2,0
"122",2024-03-09,2024,"Round 0","People First Stadium","Daniel Rioli","Richmond","Gold Coast","Away",11176,1,2,10,12,80,0,0,2,2,84,12,3,15,2,0,0,2,0,5,0,2,5,0,0,56,68,0,0,1,455,5,1,0
"123",2024-03-09,2024,"Round 0","People First Stadium","Tim Taranto","Richmond","Gold Coast","Away",11176,0,10,5,8,53.3,0,0,1,0,83,10,5,15,2,0,0,4,0,3,4,9,1,0,2,56,49,2,2,2,325,7,1,1
"124",2024-03-09,2024,"Round 0","People First Stadium","Noah Balta","Richmond","Gold Coast","Away",11176,0,8,8,11,73.3,1,1,3,0,82,10,5,15,5,1,1,2,5,7,2,4,1,3,1,75,74,1,1,5,347,4,1,2
"125",2024-03-09,2024,"Round 0","People First Stadium","Marlion Pickett","Richmond","Gold Coast","Away",11176,0,4,9,8,61.5,0,1,1,0,77,8,5,13,3,1,0,3,0,4,0,3,0,1,0,62,61,0,0,3,289,4,2,0
"126",2024-03-09,2024,"Round 0","People First Stadium","Sam Naismith","Richmond","Gold Coast","Away",11176,0,9,2,7,63.6,0,0,6,0,76,5,6,11,1,0,0,3,25,1,7,1,1,4,0,71,93,1,6,1,128,3,1,0
"127",2024-03-09,2024,"Round 0","People First Stadium","Sam Banks","Richmond","Gold Coast","Away",11176,0,4,7,7,63.6,1,0,0,0,79,7,4,11,4,0,0,3,0,0,0,2,1,0,1,50,46,0,0,0,261,4,3,0
"128",2024-03-09,2024,"Round 0","People First Stadium","Jack Ross  ↙","Richmond","Gold Coast","Away",11176,1,4,5,8,80,0,0,0,0,38,5,5,10,2,0,0,0,0,3,0,1,0,0,0,31,34,0,0,2,224,2,1,0
"129",2024-03-09,2024,"Round 0","People First Stadium","Nathan Broad","Richmond","Gold Coast","Away",11176,0,1,7,4,44.4,0,0,4,0,88,8,1,9,6,0,1,3,0,3,0,4,3,0,1,54,41,0,0,1,294,4,7,0
"130",2024-03-09,2024,"Round 0","People First Stadium","Josh Gibcus","Richmond","Gold Coast","Away",11176,0,8,1,7,77.8,2,0,7,0,89,6,3,9,2,0,0,2,0,1,0,1,3,1,0,39,76,0,0,1,225,2,8,0
"131",2024-03-09,2024,"Round 0","People First Stadium","Seth Campbell","Richmond","Gold Coast","Away",11176,0,5,2,6,66.7,0,2,1,0,80,7,2,9,2,2,1,4,0,1,1,1,0,1,0,61,70,0,1,4,201,1,0,0
"132",2024-03-09,2024,"Round 0","People First Stadium","Dylan Grimes","Richmond","Gold Coast","Away",11176,0,4,4,5,62.5,2,0,2,0,82,6,2,8,5,0,0,0,0,0,0,3,3,0,1,34,34,0,0,0,65,2,3,0
"133",2024-03-09,2024,"Round 0","People First Stadium","Shai Bolton","Richmond","Gold Coast","Away",11176,0,5,4,6,75,0,1,0,2,86,6,2,8,1,3,0,1,0,1,3,1,0,1,0,48,72,1,2,3,227,2,0,1
"134",2024-03-09,2024,"Round 0","People First Stadium","Maurice Rioli","Richmond","Gold Coast","Away",11176,2,3,5,6,85.7,0,1,1,0,78,3,4,7,1,0,1,2,0,0,0,0,0,1,0,30,46,0,0,3,77,0,3,1
"135",2024-03-09,2024,"Round 0","People First Stadium","Thomson Dow","Richmond","Gold Coast","Away",11176,0,3,3,6,100,0,0,0,0,72,1,5,6,1,0,0,3,0,1,2,3,0,0,1,25,23,0,2,2,74,1,1,0
"136",2024-03-09,2024,"Round 0","People First Stadium","Tylar Young","Richmond","Gold Coast","Away",11176,0,2,3,3,50,0,0,4,0,90,5,1,6,2,0,0,1,0,1,0,5,2,0,2,21,21,0,0,0,143,3,5,0
"137",2024-03-09,2024,"Round 0","People First Stadium","Jacob Koschitzke","Richmond","Gold Coast","Away",11176,0,1,2,1,25,1,1,2,0,83,3,1,4,2,0,0,3,1,1,0,1,0,0,0,30,23,0,0,0,66,1,0,1
"138",2024-03-09,2024,"Round 0","People First Stadium","Samson Ryan  ↗","Richmond","Gold Coast","Away",11176,0,0,2,1,50,0,0,1,0,39,1,1,2,0,0,0,1,6,0,0,1,0,0,1,12,15,0,0,0,36,1,0,0
"139",2024-03-09,2024,"Round 0","ENGIE Stadium","Lachie Whitfield","GWS","Collingwood","Home",11177,0,4,24,26,78.8,0,0,2,0,81,24,9,33,14,0,0,1,0,0,1,4,10,1,0,137,108,1,0,3,570,4,4,0
"140",2024-03-09,2024,"Round 0","ENGIE Stadium","Joshua Kelly","GWS","Collingwood","Home",11177,1,7,23,19,59.4,0,1,1,0,84,22,10,32,5,1,0,3,0,7,2,8,5,1,1,117,97,1,1,10,689,7,3,1
"141",2024-03-09,2024,"Round 0","ENGIE Stadium","Tom Green","GWS","Collingwood","Home",11177,0,11,19,22,73.3,0,1,1,0,87,16,14,30,4,1,0,6,0,3,9,1,4,1,1,116,132,5,4,9,422,2,0,0
"142",2024-03-09,2024,"Round 0","ENGIE Stadium","Stephen Coniglio","GWS","Collingwood","Home",11177,4,11,19,22,78.6,0,0,1,0,84,12,16,28,5,0,0,2,0,5,4,6,3,3,1,91,111,1,3,6,440,6,6,0
"143",2024-03-09,2024,"Round 0","ENGIE Stadium","Lachlan Ash","GWS","Collingwood","Home",11177,0,6,17,21,84,0,0,4,0,80,14,11,25,7,0,0,4,0,3,0,1,4,1,0,102,131,0,0,4,507,2,5,0
"144",2024-03-09,2024,"Round 0","ENGIE Stadium","Harrison Himmelberg","GWS","Collingwood","Home",11177,0,9,11,17,70.8,0,0,7,1,80,14,10,24,5,0,0,2,0,1,3,3,5,1,0,86,101,1,2,4,396,5,6,0
"145",2024-03-09,2024,"Round 0","ENGIE Stadium","Nick Haynes","GWS","Collingwood","Home",11177,0,6,18,16,69.6,1,0,5,0,80,16,7,23,9,0,0,1,0,3,1,3,4,0,0,93,87,0,1,6,450,4,7,0
"146",2024-03-09,2024,"Round 0","ENGIE Stadium","Brent Daniels","GWS","Collingwood","Home",11177,0,5,16,14,63.6,0,2,0,0,82,14,8,22,5,4,2,0,0,4,1,9,1,0,1,96,77,0,1,6,501,8,0,0
"147",2024-03-09,2024,"Round 0","ENGIE Stadium","Connor Idun","GWS","Collingwood","Home",11177,0,8,9,13,81.2,1,0,2,1,86,8,8,16,5,0,0,1,0,1,1,1,2,1,1,57,82,0,1,2,210,1,8,0
"148",2024-03-09,2024,"Round 0","ENGIE Stadium","Toby Greene","GWS","Collingwood","Home",11177,4,6,9,12,80,0,0,0,0,93,9,6,15,3,1,0,0,0,4,0,5,0,1,5,40,63,0,0,7,224,1,0,0
"149",2024-03-09,2024,"Round 0","ENGIE Stadium","Sam Taylor","GWS","Collingwood","Home",11177,0,6,7,14,93.3,2,0,5,0,100,8,7,15,4,0,0,0,0,0,0,2,2,1,1,48,75,0,0,2,62,2,10,0
"150",2024-03-09,2024,"Round 0","ENGIE Stadium","Xavier O'Halloran","GWS","Collingwood","Home",11177,2,5,9,6,40,0,0,2,0,80,10,5,15,4,0,0,3,0,5,0,10,2,0,3,55,28,0,0,2,284,8,2,0
"151",2024-03-09,2024,"Round 0","ENGIE Stadium","Kieren Briggs","GWS","Collingwood","Home",11177,0,9,1,9,64.3,0,0,3,0,69,7,7,14,0,0,0,3,20,3,6,2,0,1,1,65,109,4,2,5,157,1,2,0
"152",2024-03-09,2024,"Round 0","ENGIE Stadium","Jesse Hogan","GWS","Collingwood","Home",11177,1,7,6,10,83.3,2,3,2,0,87,9,3,12,7,4,0,0,0,1,1,2,0,0,1,75,113,0,1,9,314,2,0,0
"153",2024-03-09,2024,"Round 0","ENGIE Stadium","Toby Bedford","GWS","Collingwood","Home",11177,0,7,5,8,72.7,0,0,2,0,80,5,6,11,1,0,0,3,0,3,1,1,0,2,0,44,53,0,1,3,138,1,4,0
"154",2024-03-09,2024,"Round 0","ENGIE Stadium","Callum Brown","GWS","Collingwood","Home",11177,0,4,7,10,90.9,1,4,3,0,85,8,3,11,7,5,0,1,0,1,1,1,1,1,0,86,103,0,1,6,302,2,0,0
"155",2024-03-09,2024,"Round 0","ENGIE Stadium","Jacob Wehr","GWS","Collingwood","Home",11177,1,4,7,8,72.7,0,0,1,0,78,6,5,11,2,0,1,2,0,3,3,2,1,0,0,43,48,0,3,5,193,2,1,0
"156",2024-03-09,2024,"Round 0","ENGIE Stadium","Toby McMullin  ↗","GWS","Collingwood","Home",11177,0,2,9,6,54.5,0,0,0,0,38,8,3,11,3,0,0,2,0,2,0,2,1,0,0,47,32,0,0,1,267,2,0,0
"157",2024-03-09,2024,"Round 0","ENGIE Stadium","Aaron Cadman","GWS","Collingwood","Home",11177,0,4,6,7,70,1,2,1,0,77,5,5,10,3,2,1,0,0,1,1,0,0,0,0,47,55,1,0,5,89,1,1,0
"158",2024-03-09,2024,"Round 0","ENGIE Stadium","Harvey Thomas","GWS","Collingwood","Home",11177,3,4,5,7,77.8,0,0,4,0,82,3,6,9,0,0,0,0,0,1,0,4,0,0,1,18,40,0,0,4,28,4,1,0
"159",2024-03-09,2024,"Round 0","ENGIE Stadium","Callan Ward  ↙","GWS","Collingwood","Home",11177,0,4,4,7,87.5,0,0,0,0,27,2,6,8,0,0,0,1,0,0,3,1,0,0,1,19,34,1,2,3,27,1,2,0
"160",2024-03-09,2024,"Round 0","ENGIE Stadium","Jack Buckley","GWS","Collingwood","Home",11177,0,3,5,7,87.5,1,0,4,1,93,5,3,8,3,0,0,1,0,0,0,1,2,1,0,35,49,0,0,1,126,0,3,0
"161",2024-03-09,2024,"Round 0","ENGIE Stadium","Jake Riccardi","GWS","Collingwood","Home",11177,0,2,3,3,75,0,0,1,0,68,1,3,4,1,0,0,0,3,1,1,2,0,0,2,9,3,1,0,1,27,3,1,0
"162",2024-03-09,2024,"Round 0","ENGIE Stadium","Nick Daicos","Collingwood","GWS","Away",11177,0,16,19,24,70.6,0,0,0,1,80,19,15,34,3,1,1,4,0,8,10,5,1,1,3,111,131,4,6,6,663,5,5,1
"163",2024-03-09,2024,"Round 0","ENGIE Stadium","Josh Daicos","Collingwood","GWS","Away",11177,0,6,22,19,67.9,0,0,0,0,92,16,12,28,6,0,0,5,0,5,3,2,2,1,0,111,109,2,1,8,466,2,2,1
"164",2024-03-09,2024,"Round 0","ENGIE Stadium","Patrick Lipinski","Collingwood","GWS","Away",11177,0,9,16,17,65.4,0,1,0,0,84,12,14,26,2,0,2,2,0,3,1,4,3,1,1,78,87,0,1,5,317,5,7,1
"165",2024-03-09,2024,"Round 0","ENGIE Stadium","Jordan De Goey","Collingwood","GWS","Away",11177,0,8,11,15,71.4,0,0,0,0,79,11,10,21,4,0,0,1,0,4,7,6,1,1,3,61,43,4,3,4,299,2,0,0
"166",2024-03-09,2024,"Round 0","ENGIE Stadium","Darcy Cameron","Collingwood","GWS","Away",11177,0,10,8,11,55,1,0,1,0,81,15,5,20,4,2,0,5,30,1,2,6,2,2,0,131,133,1,1,5,260,5,5,4
"167",2024-03-09,2024,"Round 0","ENGIE Stadium","Scott Pendlebury","Collingwood","GWS","Away",11177,2,6,12,13,72.2,0,0,1,0,62,10,8,18,8,0,0,1,0,2,5,0,0,0,0,74,61,2,3,5,226,1,2,0
"168",2024-03-09,2024,"Round 0","ENGIE Stadium","Jack Crisp","Collingwood","GWS","Away",11177,1,9,9,14,77.8,0,0,2,0,85,9,9,18,2,0,1,6,0,3,3,3,2,2,1,75,77,0,3,6,259,3,5,0
"169",2024-03-09,2024,"Round 0","ENGIE Stadium","Steele Sidebottom","Collingwood","GWS","Away",11177,2,6,13,15,88.2,0,0,1,0,88,14,3,17,6,0,0,3,0,7,2,3,2,3,0,81,88,0,2,6,387,4,6,0
"170",2024-03-09,2024,"Round 0","ENGIE Stadium","Jamie Elliott","Collingwood","GWS","Away",11177,0,5,8,8,50,0,2,0,0,83,9,7,16,3,0,2,3,0,2,1,5,0,1,1,62,52,0,1,6,231,4,1,3
"171",2024-03-09,2024,"Round 0","ENGIE Stadium","Brayden Maynard","Collingwood","GWS","Away",11177,0,2,12,14,87.5,0,0,1,0,85,15,1,16,9,1,0,5,0,3,1,3,4,2,1,99,93,1,0,4,493,3,5,0
"172",2024-03-09,2024,"Round 0","ENGIE Stadium","Oleg Markov","Collingwood","GWS","Away",11177,0,7,10,13,81.2,1,0,2,0,81,5,11,16,2,0,0,0,0,1,2,3,1,0,0,43,56,0,2,2,207,4,4,0
"173",2024-03-09,2024,"Round 0","ENGIE Stadium","Lachlan Schultz","Collingwood","GWS","Away",11177,0,5,11,9,56.2,0,1,2,0,81,8,8,16,5,0,3,6,0,5,0,3,0,0,1,79,70,0,0,5,248,4,2,3
"174",2024-03-09,2024,"Round 0","ENGIE Stadium","Isaac Quaynor","Collingwood","GWS","Away",11177,0,7,9,13,86.7,0,0,5,0,77,9,6,15,3,0,0,2,0,3,1,2,4,2,0,58,82,0,1,4,338,2,6,0
"175",2024-03-09,2024,"Round 0","ENGIE Stadium","Will H-Elliott","Collingwood","GWS","Away",11177,1,1,12,9,64.3,0,1,3,0,79,13,1,14,7,0,1,1,0,3,0,5,3,1,1,65,50,0,0,4,371,6,4,0
"176",2024-03-09,2024,"Round 0","ENGIE Stadium","Brody Mihocek","Collingwood","GWS","Away",11177,0,4,9,8,57.1,0,3,1,0,93,8,6,14,3,3,2,0,0,0,0,1,0,0,0,65,69,0,0,8,256,1,0,0
"177",2024-03-09,2024,"Round 0","ENGIE Stadium","Bobby Hill","Collingwood","GWS","Away",11177,1,3,6,8,80,0,1,0,1,76,5,5,10,1,2,0,3,0,0,0,3,0,0,0,52,51,0,0,3,144,2,1,2
"178",2024-03-09,2024,"Round 0","ENGIE Stadium","Tom Mitchell  ↗","Collingwood","GWS","Away",11177,0,4,5,9,100,0,0,0,0,48,2,7,9,0,1,0,2,0,1,2,0,0,0,0,34,59,1,1,2,54,0,0,1
"179",2024-03-09,2024,"Round 0","ENGIE Stadium","Darcy Moore","Collingwood","GWS","Away",11177,0,4,4,9,100,1,0,10,0,97,6,3,9,4,0,0,2,0,1,0,0,3,0,0,44,75,0,0,4,239,2,7,0
"180",2024-03-09,2024,"Round 0","ENGIE Stadium","Beau McCreery","Collingwood","GWS","Away",11177,0,2,7,5,55.6,0,0,1,0,82,7,2,9,3,1,1,4,0,4,0,3,0,1,1,55,54,0,0,3,179,5,1,4
"181",2024-03-09,2024,"Round 0","ENGIE Stadium","Charlie Dean","Collingwood","GWS","Away",11177,0,3,7,8,88.9,0,0,6,0,96,4,5,9,3,0,0,1,0,0,0,0,4,1,0,36,55,0,0,2,79,0,4,0
"182",2024-03-09,2024,"Round 0","ENGIE Stadium","John Noble  ↙","Collingwood","GWS","Away",11177,0,2,6,7,87.5,0,0,1,0,33,4,4,8,1,0,0,3,0,1,0,2,3,0,1,32,25,0,0,2,206,3,2,0
"183",2024-03-09,2024,"Round 0","ENGIE Stadium","Mason Cox","Collingwood","GWS","Away",11177,0,2,3,4,80,0,0,1,0,67,2,3,5,1,0,0,0,19,2,0,1,0,0,1,31,36,0,0,2,31,1,1,0
"184",2024-03-09,2024,"Round 0","ENGIE Stadium","Ash Johnson","Collingwood","GWS","Away",11177,0,2,0,1,50,1,0,0,1,68,2,0,2,1,0,0,1,0,1,0,2,0,1,1,11,12,0,0,1,31,1,0,1
"185",2024-03-14,2024,"Round 1","MCG","Patrick Cripps","Carlton","Richmond","Home",10971,0,21,11,22,71,0,0,2,0,79,8,23,31,1,0,0,7,0,5,4,5,1,2,1,100,135,1,3,7,306,3,8,2
"186",2024-03-14,2024,"Round 1","MCG","Mitch McGovern","Carlton","Richmond","Home",10971,1,8,13,24,92.3,1,0,2,0,84,19,7,26,8,0,0,1,0,4,1,2,5,0,0,99,119,0,1,8,595,2,9,0
"187",2024-03-14,2024,"Round 1","MCG","Adam Saad","Carlton","Richmond","Home",10971,0,2,19,16,66.7,0,0,1,3,82,17,7,24,7,0,0,0,0,4,1,3,4,0,0,86,90,0,1,4,524,8,7,0
"188",2024-03-14,2024,"Round 1","MCG","Nic Newman","Carlton","Richmond","Home",10971,1,7,15,19,79.2,0,0,2,0,82,19,5,24,5,0,0,7,0,3,2,5,3,3,2,107,107,0,2,6,497,4,6,0
"189",2024-03-14,2024,"Round 1","MCG","George Hewett","Carlton","Richmond","Home",10971,1,7,13,15,75,0,0,0,0,82,8,12,20,1,0,0,6,0,3,6,4,0,0,2,69,76,2,4,3,276,5,0,0
"190",2024-03-14,2024,"Round 1","MCG","Jack Carroll","Carlton","Richmond","Home",10971,0,7,14,14,70,0,0,2,0,73,8,12,20,4,0,0,1,0,6,3,1,0,0,0,64,74,3,0,4,242,2,3,0
"191",2024-03-14,2024,"Round 1","MCG","Blake Acres","Carlton","Richmond","Home",10971,0,5,13,13,76.5,0,0,1,0,86,11,6,17,6,0,1,3,0,4,2,2,2,0,1,73,81,1,1,2,351,2,3,1
"192",2024-03-14,2024,"Round 1","MCG","Lewis Young","Carlton","Richmond","Home",10971,0,5,11,16,94.1,1,0,6,0,95,13,4,17,9,0,0,0,1,1,0,2,4,2,2,71,92,0,0,2,237,1,7,0
"193",2024-03-14,2024,"Round 1","MCG","Brodie Kemp","Carlton","Richmond","Home",10971,1,6,11,14,82.4,2,0,5,1,100,12,5,17,10,0,0,1,0,2,0,4,3,1,0,81,95,0,0,3,252,6,7,0
"194",2024-03-14,2024,"Round 1","MCG","Zachary Williams","Carlton","Richmond","Home",10971,0,4,10,8,53.3,0,0,2,0,77,13,2,15,5,0,1,4,0,2,0,4,6,2,1,74,51,0,0,4,346,5,5,0
"195",2024-03-14,2024,"Round 1","MCG","Adam Cerra","Carlton","Richmond","Home",10971,0,5,10,12,80,0,0,1,0,76,8,7,15,3,1,0,6,0,2,3,1,0,1,1,75,84,1,2,2,199,2,2,0
"196",2024-03-14,2024,"Round 1","MCG","Tom De Koning","Carlton","Richmond","Home",10971,0,5,10,10,66.7,0,1,3,1,77,8,7,15,4,1,2,6,28,5,2,2,1,3,2,107,118,0,2,5,409,0,3,1
"197",2024-03-14,2024,"Round 1","MCG","Charlie Curnow","Carlton","Richmond","Home",10971,0,8,7,7,50,3,4,2,0,90,11,3,14,7,2,3,2,0,2,0,3,1,1,2,78,90,0,0,7,220,4,1,2
"198",2024-03-14,2024,"Round 1","MCG","Harry McKay","Carlton","Richmond","Home",10971,1,9,4,8,61.5,4,3,2,0,93,10,3,13,6,3,0,7,2,4,2,2,0,1,0,103,112,1,1,6,368,1,1,3
"199",2024-03-14,2024,"Round 1","MCG","Matthew Kennedy","Carlton","Richmond","Home",10971,0,5,9,9,69.2,0,1,0,0,74,8,5,13,4,1,1,2,0,2,1,2,0,0,1,58,57,1,0,4,138,5,2,0
"200",2024-03-14,2024,"Round 1","MCG","Jordan Boyd","Carlton","Richmond","Home",10971,0,1,11,9,69.2,0,1,2,0,80,10,3,13,4,0,1,3,0,0,0,3,3,0,0,61,56,0,0,2,153,2,3,0
"201",2024-03-14,2024,"Round 1","MCG","David Cuningham","Carlton","Richmond","Home",10971,0,4,9,10,83.3,0,0,0,1,78,6,6,12,2,0,0,3,0,2,1,1,1,0,1,45,61,0,1,3,224,3,3,1
"202",2024-03-14,2024,"Round 1","MCG","Lachlan Fogarty","Carlton","Richmond","Home",10971,2,2,9,9,81.8,0,0,0,0,75,7,4,11,3,0,0,3,0,5,0,2,0,2,0,52,55,0,0,2,171,4,2,1
"203",2024-03-14,2024,"Round 1","MCG","Matt Cottrell","Carlton","Richmond","Home",10971,0,3,8,6,60,0,1,2,0,86,7,3,10,3,1,0,0,0,3,0,1,1,0,0,42,52,0,0,2,188,2,2,0
"204",2024-03-14,2024,"Round 1","MCG","Orazio Fantasia  ↗","Carlton","Richmond","Home",10971,0,7,2,4,44.4,1,1,1,1,54,2,7,9,2,0,2,1,0,1,0,1,2,0,1,29,39,0,0,2,106,3,4,1
"205",2024-03-14,2024,"Round 1","MCG","Matt Owies","Carlton","Richmond","Home",10971,0,3,6,4,44.4,0,1,0,0,73,6,3,9,1,2,1,4,0,2,0,2,0,2,0,58,53,0,0,3,235,3,0,1
"206",2024-03-14,2024,"Round 1","MCG","Oliver Hollands","Carlton","Richmond","Home",10971,1,5,4,6,75,0,0,1,0,79,7,1,8,3,1,0,2,0,3,1,0,0,4,0,50,62,0,1,2,206,4,0,1
"207",2024-03-14,2024,"Round 1","MCG","Corey Durdin  ↙","Carlton","Richmond","Home",10971,0,2,0,2,100,0,0,1,0,24,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,1,5,0,1,0
"208",2024-03-14,2024,"Round 1","MCG","Jacob Hopper","Richmond","Carlton","Away",10971,0,13,12,18,72,0,0,0,0,82,9,16,25,2,0,0,2,0,2,2,4,2,1,0,74,83,1,1,4,295,6,8,0
"209",2024-03-14,2024,"Round 1","MCG","Nick Vlastuin","Richmond","Carlton","Away",10971,0,9,11,19,79.2,1,0,4,0,95,17,7,24,6,0,0,6,0,0,0,4,7,4,1,108,134,0,0,4,495,6,11,0
"210",2024-03-14,2024,"Round 1","MCG","Noah Balta","Richmond","Carlton","Away",10971,0,11,10,16,69.6,3,1,1,1,92,19,4,23,9,3,0,0,4,2,1,5,9,0,2,108,128,0,1,6,613,6,8,0
"211",2024-03-14,2024,"Round 1","MCG","Tim Taranto","Richmond","Carlton","Away",10971,1,10,11,12,57.1,1,0,1,0,93,15,6,21,3,1,2,4,0,5,6,4,1,1,0,91,105,4,2,7,453,5,0,1
"212",2024-03-14,2024,"Round 1","MCG","Toby Nankervis","Richmond","Carlton","Away",10971,0,12,6,12,63.2,1,1,3,0,85,10,9,19,3,0,1,8,21,0,8,5,6,1,3,103,137,4,4,5,111,2,2,1
"213",2024-03-14,2024,"Round 1","MCG","Jayden Short","Richmond","Carlton","Away",10971,0,7,8,13,68.4,0,0,0,0,79,16,3,19,4,1,0,0,0,6,1,1,4,1,1,70,88,0,1,4,477,3,7,0
"214",2024-03-14,2024,"Round 1","MCG","Shai Bolton","Richmond","Carlton","Away",10971,1,6,12,11,61.1,0,1,1,2,84,9,9,18,4,0,1,3,0,4,2,7,1,0,2,64,60,1,1,4,240,6,2,0
"215",2024-03-14,2024,"Round 1","MCG","Liam Baker","Richmond","Carlton","Away",10971,0,7,10,10,55.6,1,2,1,0,79,12,6,18,5,1,1,4,0,5,1,9,1,2,1,85,51,0,1,4,359,7,2,1
"216",2024-03-14,2024,"Round 1","MCG","Marlion Pickett","Richmond","Carlton","Away",10971,0,11,9,13,72.2,0,0,1,0,84,7,11,18,2,0,0,3,0,2,2,6,2,0,2,55,76,2,0,1,237,3,5,0
"217",2024-03-14,2024,"Round 1","MCG","Jack Ross","Richmond","Carlton","Away",10971,1,4,12,10,58.8,0,1,1,0,88,11,6,17,3,0,0,1,0,3,2,3,2,0,0,58,49,0,2,3,421,3,2,0
"218",2024-03-14,2024,"Round 1","MCG","Dustin Martin","Richmond","Carlton","Away",10971,0,7,9,9,56.2,0,2,0,0,89,11,5,16,4,2,0,3,0,2,1,4,0,0,1,76,76,1,0,6,256,4,0,2
"219",2024-03-14,2024,"Round 1","MCG","Kamdyn McIntosh","Richmond","Carlton","Away",10971,0,2,14,12,75,0,0,0,2,88,12,4,16,5,0,0,2,0,4,1,5,2,0,2,61,51,0,1,3,359,4,1,0
"220",2024-03-14,2024,"Round 1","MCG","Thomson Dow","Richmond","Carlton","Away",10971,2,7,9,15,93.8,0,0,0,0,77,5,11,16,4,0,0,0,0,2,3,1,2,0,1,46,67,0,3,3,170,1,4,0
"221",2024-03-14,2024,"Round 1","MCG","Daniel Rioli","Richmond","Carlton","Away",10971,0,4,8,7,53.8,0,0,1,3,86,7,6,13,1,0,0,4,0,3,0,4,3,0,1,49,54,0,0,3,343,6,5,1
"222",2024-03-14,2024,"Round 1","MCG","Seth Campbell","Richmond","Carlton","Away",10971,0,6,9,6,46.2,0,0,1,0,86,9,4,13,3,1,0,1,0,3,2,7,2,0,2,48,31,0,2,3,222,5,1,0
"223",2024-03-14,2024,"Round 1","MCG","Tom Lynch","Richmond","Carlton","Away",10971,1,6,4,7,70,1,1,2,0,89,8,2,10,4,2,1,1,1,3,1,2,0,3,1,58,63,0,1,6,208,3,0,1
"224",2024-03-14,2024,"Round 1","MCG","Nathan Broad","Richmond","Carlton","Away",10971,0,4,2,6,66.7,1,0,8,1,98,9,0,9,3,0,0,3,0,1,0,1,4,0,0,48,89,0,0,0,245,1,6,0
"225",2024-03-14,2024,"Round 1","MCG","Dion Prestia  ↗","Richmond","Carlton","Away",10971,0,2,4,4,57.1,0,0,0,0,22,4,3,7,1,0,0,0,0,2,2,2,0,0,0,21,13,0,2,2,93,1,0,0
"226",2024-03-14,2024,"Round 1","MCG","Dylan Grimes","Richmond","Carlton","Away",10971,0,3,2,2,33.3,0,0,8,0,83,4,2,6,1,0,0,1,0,0,0,4,1,0,2,17,32,0,0,1,65,2,3,0
"227",2024-03-14,2024,"Round 1","MCG","Rhyan Mansell  ↙","Richmond","Carlton","Away",10971,1,4,3,5,83.3,0,0,1,0,58,5,1,6,1,0,1,1,0,1,0,1,0,2,1,24,48,0,0,3,159,2,1,1
"228",2024-03-14,2024,"Round 1","MCG","Maurice Rioli","Richmond","Carlton","Away",10971,0,5,2,3,75,1,1,4,0,73,1,3,4,1,1,0,5,0,0,0,2,0,1,1,36,55,0,0,2,41,2,1,0
"229",2024-03-14,2024,"Round 1","MCG","Tylar Young","Richmond","Carlton","Away",10971,0,1,2,2,66.7,0,0,3,0,48,2,1,3,0,0,0,0,0,0,0,0,3,0,0,8,16,0,0,0,91,1,1,0
"230",2024-03-14,2024,"Round 1","MCG","Josh Gibcus","Richmond","Carlton","Away",10971,0,1,0,1,100,0,0,5,0,40,1,0,1,0,0,0,2,0,0,0,0,1,1,0,12,19,0,0,0,-6,0,1,0
"231",2024-03-15,2024,"Round 1","MCG","Nick Daicos","Collingwood","Sydney","Home",10972,1,15,23,27,73,0,0,0,1,87,17,20,37,6,1,1,2,0,6,7,3,0,2,1,123,135,4,3,7,422,3,4,0
"232",2024-03-15,2024,"Round 1","MCG","Scott Pendlebury","Collingwood","Sydney","Home",10972,0,15,10,22,84.6,0,0,1,0,79,14,12,26,4,0,0,2,0,2,8,6,0,3,2,83,98,4,4,3,278,6,5,0
"233",2024-03-15,2024,"Round 1","MCG","Brayden Maynard","Collingwood","Sydney","Home",10972,1,7,16,18,81.8,0,0,7,1,91,20,2,22,6,0,0,5,0,3,0,2,6,3,0,105,131,0,0,3,522,4,6,0
"234",2024-03-15,2024,"Round 1","MCG","Jordan De Goey","Collingwood","Sydney","Home",10972,2,6,15,12,60,1,0,1,0,84,11,9,20,7,1,0,4,0,4,3,3,1,1,2,89,96,2,1,5,288,4,2,0
"235",2024-03-15,2024,"Round 1","MCG","Will H-Elliott","Collingwood","Sydney","Home",10972,1,7,10,12,63.2,0,0,0,0,74,17,2,19,2,0,0,1,0,4,0,4,4,0,0,65,56,0,0,2,370,4,5,0
